WaveHs	WaveTp	WaveDirection	CraneWire Max Tension	CraneWire Min Tension	sling1 Max Tension	sling1 Min Tension	sling2 Max Tension	sling2 Min Tension	sling3 Max Tension	sling3 Min Tension	sling4 Max Tension	sling4 Min Tension
2.100000	7.000000	165.000000	110.010796	36.967930	29.131403	9.570265	30.134304	9.787991	30.032373	9.686699	29.153227	9.524214
2.100000	7.000000	165.000000	107.405647	61.140041	28.436924	16.082201	29.163221	16.456909	29.318983	16.376099	28.565554	15.939742
2.100000	7.000000	165.000000	119.527893	56.501114	32.297176	14.960125	32.119373	14.993834	32.110825	14.961225	32.452213	14.942101
2.100000	7.000000	165.000000	109.647408	60.862488	28.920622	16.199051	30.172100	16.048628	30.142826	16.087568	28.840155	16.203859
2.100000	7.000000	165.000000	114.275070	43.415222	30.716808	11.357719	31.190289	11.413839	30.936245	11.381776	30.945679	11.331388
2.100000	7.000000	165.000000	121.838371	43.780430	32.702320	11.470848	32.851612	11.609147	32.836441	11.418140	32.836166	11.366024
2.100000	7.000000	165.000000	109.096558	61.130112	29.257442	16.146690	29.384781	16.292480	29.370722	16.274492	29.276995	16.081200
2.100000	7.000000	165.000000	107.129440	42.871792	28.817341	11.263831	29.500555	11.192659	29.080202	11.181614	29.157818	11.245444
2.100000	7.000000	165.000000	109.401283	51.091022	28.511307	13.544728	30.185993	13.399744	30.562210	13.431309	28.543716	13.559738
2.100000	7.000000	180.000000	111.144516	65.790024	29.017460	17.472486	30.793238	17.502453	30.793238	17.502453	29.017460	17.472486
2.100000	7.000000	180.000000	107.856819	35.289276	28.972305	9.260315	29.500311	9.071711	29.500311	9.071711	28.972305	9.260315
2.100000	7.000000	180.000000	106.230095	61.330322	28.924288	16.093801	28.753069	16.447926	28.753069	16.447926	28.924288	16.093801
2.100000	7.000000	180.000000	108.373001	54.129181	29.367201	14.361665	29.056953	14.220949	29.056953	14.220949	29.367201	14.361665
2.100000	7.000000	180.000000	109.819328	65.613037	29.006218	17.333324	30.387074	17.547527	30.387074	17.547527	29.006218	17.333324
2.100000	7.000000	180.000000	111.041016	50.080101	29.402105	13.210142	30.333847	13.150251	30.333847	13.150251	29.402105	13.210142
2.100000	7.000000	180.000000	123.821037	50.151428	32.822136	13.238986	33.932514	13.219774	33.932514	13.219774	32.822136	13.238986
2.100000	7.000000	180.000000	115.093117	66.614441	30.312668	17.701689	31.743229	17.491098	31.743229	17.491098	30.312668	17.701689
2.100000	7.000000	180.000000	106.793419	48.473171	29.024424	12.563090	28.382532	12.907607	28.382532	12.907607	29.024424	12.563090
2.100000	7.000000	180.000000	108.125916	57.193390	28.564701	15.167439	29.709013	15.098942	29.709013	15.098942	28.564701	15.167439
2.100000	7.000000	195.000000	110.519234	63.090912	29.629951	16.613213	29.890308	16.819914	29.891518	16.877817	29.566883	16.691202
2.100000	7.000000	195.000000	112.006638	22.613565	29.849651	5.634475	30.613811	5.715027	30.652540	5.792753	29.661579	5.653214
2.100000	7.000000	195.000000	106.871964	56.066162	28.810690	14.493899	29.212988	15.004290	29.095959	15.157868	28.435413	14.649192
2.100000	7.000000	195.000000	121.357864	55.198280	32.893147	14.601372	32.595982	14.558667	32.538845	14.590977	32.761452	14.620203
2.100000	7.000000	195.000000	113.648338	55.230263	29.858055	14.544024	31.768738	14.656634	31.481850	14.704198	29.681234	14.595488
2.100000	7.000000	195.000000	118.686028	44.486549	31.880014	11.835027	32.352123	11.553087	32.479218	11.497469	31.603680	11.767246
2.100000	7.000000	195.000000	129.241150	43.494274	34.809204	11.341575	34.924957	11.430217	34.934212	11.473696	34.697697	11.377538
2.100000	7.000000	195.000000	109.576065	61.412594	29.432215	16.237909	30.111198	16.260519	30.134180	16.234261	29.793766	16.286777
2.100000	7.000000	195.000000	112.872513	39.302414	30.913607	10.062488	30.617720	10.313133	30.797913	10.412762	30.609091	10.118620
2.100000	7.000000	195.000000	110.856888	50.745674	29.426929	13.482347	30.748074	13.315047	30.680237	13.266475	29.377968	13.446499
2.100000	10.000000	165.000000	105.774086	61.205902	28.222383	16.297113	28.764132	16.008257	29.050247	16.074942	28.234402	16.255142
2.100000	10.000000	165.000000	105.375732	54.982574	28.213741	14.542068	28.450953	14.600719	28.402189	14.560618	28.237904	14.535374
2.100000	10.000000	165.000000	106.753723	60.365154	28.640377	16.037148	28.905006	16.026415	28.888504	16.015085	28.695217	16.012589
2.100000	10.000000	165.000000	104.597878	31.480589	28.067034	8.043711	28.530033	8.312562	28.761576	8.186810	28.125553	7.933452
2.100000	10.000000	165.000000	105.227921	56.519306	28.236446	14.986340	28.238039	14.976325	28.348141	14.973256	28.250919	14.969532
2.100000	10.000000	165.000000	109.326729	56.212231	29.362022	14.901904	29.399858	14.913897	29.406393	14.899086	29.387346	14.888223
2.100000	10.000000	165.000000	105.372635	44.829464	28.272654	11.809156	28.301735	11.759992	28.346073	11.723446	28.287596	11.778111
2.100000	10.000000	165.000000	110.498756	54.828434	29.614338	14.521514	30.034397	14.522026	29.948971	14.513283	29.740402	14.517325
2.100000	10.000000	165.000000	106.023804	51.194271	28.457022	13.478349	28.487932	13.594116	28.499748	13.549809	28.462259	13.443196
2.100000	10.000000	165.000000	106.752876	42.391827	28.639940	11.110525	28.651094	11.129025	28.899359	11.108055	28.656418	11.081182
2.100000	10.000000	180.000000	106.009361	55.723980	28.121904	14.712958	29.078356	14.789902	29.078356	14.789902	28.121904	14.712958
2.100000	10.000000	180.000000	106.136604	46.667290	28.565250	12.296587	28.470692	12.294832	28.470692	12.294832	28.565250	12.296587
2.100000	10.000000	180.000000	105.750412	57.691380	28.435637	15.341307	28.654846	15.251450	28.654846	15.251450	28.435637	15.341307
2.100000	10.000000	180.000000	108.215767	36.442108	28.933554	9.509786	29.412113	9.422938	29.412113	9.422938	28.933554	9.509786
2.100000	10.000000	180.000000	104.752235	51.312725	28.127483	13.585070	28.148605	13.517703	28.148605	13.517703	28.127483	13.585070
2.100000	10.000000	180.000000	109.828987	55.875885	29.558123	14.795691	29.517120	14.800172	29.517120	14.800172	29.558123	14.795691
2.100000	10.000000	180.000000	110.902504	36.165359	29.876823	9.386122	29.897566	9.396846	29.897566	9.396846	29.876823	9.386122
2.100000	10.000000	180.000000	114.081139	55.956844	30.804760	14.784076	30.921875	14.798767	30.921875	14.798767	30.804760	14.784076
2.100000	10.000000	180.000000	106.561310	49.493835	28.594778	13.058349	28.647474	13.047686	28.647474	13.047686	28.594778	13.058349
2.100000	10.000000	180.000000	106.977959	47.068443	28.707134	12.334858	28.763241	12.420523	28.763241	12.420523	28.707134	12.334858
2.100000	10.000000	195.000000	107.430344	55.925053	29.213730	14.877976	29.548178	14.601650	29.237768	14.566124	28.995321	14.918708
2.100000	10.000000	195.000000	110.484528	49.717396	29.580856	13.117332	29.814886	13.102763	29.868422	13.130970	29.603317	13.109426
2.100000	10.000000	195.000000	106.792999	53.992695	28.438835	14.262730	29.030449	14.266363	28.998407	14.274899	28.393108	14.287319
2.100000	10.000000	195.000000	109.010956	29.317490	29.217276	7.334549	29.400881	7.599730	29.380169	7.708709	29.182007	7.429585
2.100000	10.000000	195.000000	105.903175	49.488022	28.405260	13.001909	28.607803	13.073130	28.467606	13.097121	28.411654	13.034534
2.100000	10.000000	195.000000	116.255409	51.403000	31.326010	13.575686	31.305300	13.568707	31.271807	13.582130	31.268459	13.583956
2.100000	10.000000	195.000000	115.767570	33.737595	31.031916	8.798973	31.298458	8.641153	31.359682	8.666649	30.996981	8.798285
2.100000	10.000000	195.000000	117.285568	52.156349	31.378281	13.778402	31.962299	13.680185	32.050156	13.697982	31.228493	13.832238
2.100000	10.000000	195.000000	112.257721	45.209496	30.342571	11.945768	30.156895	11.828202	30.160744	11.811893	30.259041	11.917352
2.100000	10.000000	195.000000	106.928734	38.530415	28.682587	9.987935	28.818335	10.061234	28.708050	10.092459	28.814339	10.021357
2.100000	12.000000	165.000000	102.804176	61.726665	27.600693	16.418884	27.625830	16.382757	27.624302	16.379921	27.600014	16.438929
2.100000	12.000000	165.000000	103.723564	59.270889	27.717520	15.737289	28.331474	15.710546	28.188496	15.713907	27.715820	15.725259
2.100000	12.000000	165.000000	104.136810	62.748741	27.930962	16.687437	27.917004	16.676819	28.058029	16.666765	27.987968	16.663679
2.100000	12.000000	165.000000	104.497673	63.172096	28.003786	16.859465	28.232851	16.752615	28.708315	16.757431	28.013266	16.832699
2.100000	12.000000	165.000000	107.222130	57.148354	28.769680	15.140149	28.798569	15.171407	28.844906	15.148111	28.781395	15.123989
2.100000	12.000000	165.000000	105.711327	58.280663	28.371191	15.465390	28.370838	15.482801	28.406427	15.464104	28.423380	15.457385
2.100000	12.000000	165.000000	104.543282	49.481171	28.063715	13.045117	28.085497	13.067427	28.099138	13.055644	28.070477	13.004124
2.100000	12.000000	165.000000	110.354630	64.618080	28.576059	17.192978	30.231441	17.182344	31.024258	17.184431	28.969572	17.173584
2.100000	12.000000	165.000000	103.689301	62.549236	27.746691	16.631786	27.983376	16.609015	27.917788	16.606834	27.741274	16.619043
2.100000	12.000000	165.000000	105.071220	59.446114	28.200378	15.782874	28.217077	15.766724	28.248243	15.764114	28.224182	15.760198
2.100000	12.000000	180.000000	103.201004	56.998650	27.720961	15.122369	27.717785	15.084249	27.717785	15.084249	27.720961	15.122369
2.100000	12.000000	180.000000	103.511864	59.184288	27.796688	15.720590	28.146509	15.686909	28.146509	15.686909	27.796688	15.720590
2.100000	12.000000	180.000000	103.776649	61.789543	27.858919	16.409813	27.890406	16.433130	27.890406	16.433130	27.858919	16.409813
2.100000	12.000000	180.000000	104.341858	53.545254	27.946365	14.161545	28.364180	14.145243	28.364180	14.145243	27.946365	14.161545
2.100000	12.000000	180.000000	106.625595	57.438305	28.618319	15.212033	28.658602	15.231167	28.658602	15.231167	28.618319	15.212033
2.100000	12.000000	180.000000	105.681267	56.091946	28.380959	14.866705	28.389000	14.877239	28.389000	14.877239	28.380959	14.866705
2.100000	12.000000	180.000000	104.345100	46.197479	28.014050	12.166856	28.038914	12.112894	28.038914	12.112894	28.014050	12.166856
2.100000	12.000000	180.000000	107.859772	64.930275	28.618366	17.286140	29.864151	17.251583	29.864151	17.251583	28.618366	17.286140
2.100000	12.000000	180.000000	103.850632	62.191662	27.886002	16.533142	27.900311	16.532238	27.900311	16.532238	27.886002	16.533142
2.100000	12.000000	180.000000	106.100060	59.994495	28.476530	15.896925	28.517378	15.928965	28.517378	15.928965	28.476530	15.896925
2.100000	12.000000	195.000000	104.983124	58.823402	28.215322	15.609706	28.234167	15.596142	28.209997	15.615717	28.189032	15.601313
2.100000	12.000000	195.000000	104.075333	52.849758	27.940781	13.970950	28.305189	13.950683	28.491146	13.946059	27.938807	13.988162
2.100000	12.000000	195.000000	103.854164	57.991997	27.847334	15.344255	28.014753	15.364470	27.906116	15.375433	27.868536	15.373425
2.100000	12.000000	195.000000	105.151413	51.247372	28.170084	13.549104	28.824154	13.494432	28.267511	13.492221	28.092655	13.591379
2.100000	12.000000	195.000000	107.126381	52.839943	28.753231	13.948344	28.822002	13.961512	28.775229	13.982200	28.741865	13.956721
2.100000	12.000000	195.000000	105.717461	54.675987	28.394018	14.454720	28.428659	14.462307	28.383387	14.466787	28.373714	14.476825
2.100000	12.000000	195.000000	104.610199	40.342110	28.086414	10.482596	28.145794	10.556567	28.116949	10.572547	28.079243	10.530425
2.100000	12.000000	195.000000	110.118515	60.181824	29.100540	15.967496	31.078409	15.960093	30.118765	15.950311	28.455626	15.991854
2.100000	12.000000	195.000000	104.068855	58.895607	27.905277	15.610538	28.076515	15.607771	28.127380	15.613289	27.899059	15.628696
2.100000	12.000000	195.000000	105.766800	53.494270	28.385273	14.126346	28.455851	14.127458	28.408621	14.127658	28.381334	14.155740
2.300000	5.000000	165.000000	126.325638	51.855846	34.010918	13.566909	36.260967	12.965538	35.345234	13.261952	34.324158	13.326198
2.300000	5.000000	165.000000	121.787987	52.957054	33.642651	13.889288	34.090622	14.187019	33.557449	14.106694	34.442757	13.808016
2.300000	5.000000	165.000000	109.542114	62.970146	29.273636	16.698347	30.018539	16.531256	29.790079	16.652357	29.488567	16.608458
2.300000	5.000000	165.000000	111.172325	69.809303	29.911411	18.605080	30.695051	18.507360	30.412481	18.554636	30.219318	18.559837
2.300000	5.000000	165.000000	107.900261	67.355980	29.106003	17.756433	29.686419	17.987299	29.365406	18.037693	29.469450	17.571913
2.300000	5.000000	165.000000	118.698776	59.603546	31.940434	15.810273	32.042721	15.707750	32.002071	15.764139	32.058586	15.789303
2.300000	5.000000	165.000000	125.398613	67.950127	32.857273	17.914072	35.286766	18.233887	34.526539	18.195648	32.678589	17.735149
2.300000	5.000000	165.000000	134.097565	54.572666	34.713947	14.529547	38.554405	13.239050	37.550430	13.816363	35.532181	14.356320
2.300000	5.000000	165.000000	129.760010	60.494217	34.465317	16.047678	36.020603	16.003992	35.537273	16.040684	34.433514	16.010246
2.300000	5.000000	165.000000	175.844849	49.869473	45.953751	12.971772	49.688992	13.197015	48.834877	13.160040	45.270851	12.709649
2.300000	5.000000	180.000000	121.015686	52.972713	32.533661	14.117024	32.723366	13.842979	32.723366	13.842979	32.533661	14.117024
2.300000	5.000000	180.000000	119.436913	54.057026	33.305634	14.258315	33.466095	14.319511	33.466095	14.319511	33.305634	14.258315
2.300000	5.000000	180.000000	114.750099	58.622398	31.994167	15.577936	31.225538	15.523004	31.225538	15.523004	31.994167	15.577936
2.300000	5.000000	180.000000	136.986145	63.418278	34.604370	16.817245	39.227566	16.817690	39.227566	16.817690	34.604370	16.817245
2.300000	5.000000	180.000000	128.328903	67.910721	33.256557	17.856096	35.927002	18.138159	35.927002	18.138159	33.256557	17.856096
2.300000	5.000000	180.000000	116.222267	63.816422	33.270954	17.092035	29.747030	16.824572	29.747030	16.824572	33.270954	17.092035
2.300000	5.000000	180.000000	116.310112	68.772865	32.679153	18.563046	31.817230	18.100889	31.817230	18.100889	32.679153	18.563046
2.300000	5.000000	180.000000	115.326065	59.544266	31.339678	16.071121	30.782246	15.499351	30.782246	15.499351	31.339678	16.071121
2.300000	5.000000	180.000000	122.791115	63.675613	32.715530	16.972031	33.370781	16.843800	33.370781	16.843800	32.715530	16.972031
2.300000	5.000000	180.000000	147.902100	42.131531	40.846256	11.486999	39.042599	8.911831	39.042599	8.911831	40.846256	11.486999
2.300000	5.000000	195.000000	127.746597	53.606064	35.306122	13.844020	34.061947	13.803596	34.534729	13.577041	34.750439	14.061505
2.300000	5.000000	195.000000	118.440773	55.356377	33.708324	14.348648	32.442890	14.777737	33.011425	14.878613	32.678173	14.480417
2.300000	5.000000	195.000000	112.882782	60.425232	31.715582	15.913841	29.745319	15.966572	29.967896	15.901637	31.123226	16.017675
2.300000	5.000000	195.000000	117.083885	66.827057	30.806911	17.340200	32.044235	17.928078	32.413433	17.991989	30.970758	17.564449
2.300000	5.000000	195.000000	109.263481	64.876122	29.691751	17.202665	29.828726	17.227982	30.102428	17.186615	29.214588	17.256660
2.300000	5.000000	195.000000	117.570526	63.490822	31.938206	16.795944	31.576756	16.693117	31.506912	16.551697	31.760437	16.861710
2.300000	5.000000	195.000000	122.006042	69.942863	31.257389	18.334105	33.798206	18.634893	34.355774	18.527069	31.750799	18.518507
2.300000	5.000000	195.000000	130.141159	55.254757	35.976662	14.421822	36.503815	14.532578	37.481606	14.335596	35.214893	14.548395
2.300000	5.000000	195.000000	127.610611	61.117329	34.664722	15.883062	34.814735	16.351801	35.259109	16.425962	34.007698	16.032364
2.300000	5.000000	195.000000	146.976868	49.503128	38.710793	12.272507	40.770851	13.237889	41.438881	13.322972	38.703545	12.665025
2.300000	6.000000	165.000000	106.302719	63.213722	28.503683	16.770664	28.893772	16.846592	28.785711	16.848257	28.766554	16.703403
2.300000	6.000000	165.000000	103.530838	24.150536	27.781511	6.068625	27.935968	6.231618	27.853474	6.149929	27.816980	6.046141
2.300000	6.000000	165.000000	112.544014	64.930847	30.978350	17.240942	29.811316	17.328255	29.741020	17.293661	31.284063	17.185043
2.300000	6.000000	165.000000	108.617828	67.257469	28.487717	17.895203	30.525494	17.885929	29.918303	17.883240	28.433569	17.836222
2.300000	6.000000	165.000000	108.567238	57.399689	29.860378	15.535399	29.091927	14.734076	28.696537	14.892107	29.885122	15.638167
2.300000	6.000000	165.000000	106.655235	65.283920	28.057877	17.398600	29.879213	17.199358	29.234175	17.203943	28.167362	17.274673
2.300000	6.000000	165.000000	103.924889	46.193085	28.560375	12.190807	28.034447	12.091970	27.658371	12.081017	28.676216	12.197139
2.300000	6.000000	165.000000	109.631271	66.021683	29.477835	17.591501	29.911623	17.584539	29.520687	17.582497	29.505215	17.579729
2.300000	6.000000	165.000000	106.834297	59.695808	28.555117	15.877016	29.044088	15.728221	29.047461	15.768582	28.908325	15.890818
2.300000	6.000000	165.000000	112.189323	60.356506	29.688005	15.863595	30.946104	16.086416	30.795240	16.074205	30.194147	15.742273
2.300000	6.000000	180.000000	109.101547	59.643379	28.825230	15.742318	29.804745	15.910440	29.804745	15.910440	28.825230	15.742318
2.300000	6.000000	180.000000	110.659988	34.272903	29.718895	9.057098	30.153347	8.688659	30.153347	8.688659	29.718895	9.057098
2.300000	6.000000	180.000000	109.936752	63.421520	29.703453	16.944546	29.418095	16.769447	29.418095	16.769447	29.703453	16.944546
2.300000	6.000000	180.000000	106.842957	61.338627	28.632647	16.242271	29.233902	16.367889	29.233902	16.367889	28.632647	16.242271
2.300000	6.000000	180.000000	109.742744	47.366478	28.970535	12.436482	30.223904	12.527340	30.223904	12.527340	28.970535	12.436482
2.300000	6.000000	180.000000	114.117706	64.028862	31.075085	16.840155	31.053514	17.106520	31.053514	17.106520	31.075085	16.840155
2.300000	6.000000	180.000000	107.608276	43.717422	29.416826	11.385178	29.320576	11.573065	29.320576	11.573065	29.416826	11.385178
2.300000	6.000000	180.000000	122.993484	63.159748	32.292557	16.754923	33.905777	16.842876	33.905777	16.842876	32.292557	16.754923
2.300000	6.000000	180.000000	105.590378	56.615246	28.336399	14.939757	28.385260	15.007814	28.385260	15.007814	28.336399	14.939757
2.300000	6.000000	180.000000	114.205925	55.526871	31.394192	14.802368	30.373428	14.549964	30.373428	14.549964	31.394192	14.802368
2.300000	6.000000	195.000000	107.546509	59.891411	29.282049	15.656046	29.478764	16.027206	29.481417	16.077497	28.948679	15.771351
2.300000	6.000000	195.000000	115.292450	17.447149	30.984724	4.245636	31.094070	4.274990	31.075274	4.320604	30.915184	4.249105
2.300000	6.000000	195.000000	113.679329	62.056652	31.894178	16.498053	29.972439	16.437660	30.202953	16.422617	31.307362	16.525791
2.300000	6.000000	195.000000	108.818275	61.071709	29.181593	16.290228	29.990602	16.185904	30.531176	16.169741	28.817867	16.279238
2.300000	6.000000	195.000000	110.697731	45.293892	30.603552	12.399946	29.046886	11.571994	29.166292	11.311537	30.523851	12.212906
2.300000	6.000000	195.000000	107.570824	65.162094	28.748079	17.474453	29.500151	17.174238	30.115709	17.056593	28.607910	17.424765
2.300000	6.000000	195.000000	106.332657	37.887306	29.320330	9.861469	28.602650	9.859118	28.807144	9.885157	29.269794	9.875707
2.300000	6.000000	195.000000	119.535881	63.636963	31.383266	17.450800	32.874268	16.481653	33.021530	16.175476	31.404469	17.328453
2.300000	6.000000	195.000000	109.915436	56.467407	29.032719	14.946107	30.041874	14.839925	30.237738	14.854978	29.069229	15.029593
2.300000	6.000000	195.000000	110.403824	56.079559	29.806395	14.501136	30.422764	14.949633	30.435839	15.021707	29.036299	14.652618
2.300000	7.000000	165.000000	124.339317	53.182766	32.396286	14.080541	35.983871	14.038428	34.498756	14.038770	31.693302	14.082593
2.300000	7.000000	165.000000	108.319229	38.376465	29.005714	10.010206	29.185337	10.050742	29.519306	10.002577	29.195473	9.994366
2.300000	7.000000	165.000000	118.158035	30.512754	31.949535	7.868298	32.043571	7.850942	31.877745	7.803085	32.299152	7.892319
2.300000	7.000000	165.000000	117.181641	62.328522	30.961792	16.512175	32.448513	16.740810	32.335541	16.582521	30.991423	16.354725
2.300000	7.000000	165.000000	117.448936	37.453705	31.694231	9.744061	31.460735	9.799141	31.497337	9.737012	31.821968	9.733595
2.300000	7.000000	165.000000	123.438950	18.708889	33.511452	4.637113	33.168015	4.596403	33.135971	4.585193	33.709175	4.651545
2.300000	7.000000	165.000000	105.669548	59.471184	28.457907	15.851983	28.348560	15.617944	28.459717	15.680690	28.391829	15.876779
2.300000	7.000000	165.000000	118.333717	57.831715	31.641218	16.676544	33.910477	13.530617	32.414879	13.875195	30.844494	17.117601
2.300000	7.000000	165.000000	119.347496	59.170601	31.109402	15.652589	33.398430	15.714189	33.154449	15.705848	30.800026	15.599090
2.300000	7.000000	165.000000	152.052658	38.261433	39.755127	11.786874	42.226803	9.288503	43.196358	8.012373	40.067551	10.806692
2.300000	7.000000	180.000000	125.977684	57.190155	32.705963	15.049375	35.149372	15.233906	35.149372	15.233906	32.705963	15.049375
2.300000	7.000000	180.000000	106.249001	45.150360	28.402660	11.754527	29.017954	11.929357	29.017954	11.929357	28.402660	11.754527
2.300000	7.000000	180.000000	117.619362	34.263733	30.848722	8.964584	32.602749	8.794262	32.602749	8.794262	30.848722	8.964584
2.300000	7.000000	180.000000	116.898201	66.659386	31.364159	17.731688	31.888369	17.641600	31.888369	17.641600	31.364159	17.731688
2.300000	7.000000	180.000000	115.686211	37.674229	30.823965	9.765104	32.182491	9.852945	32.182491	9.852945	30.823965	9.765104
2.300000	7.000000	180.000000	124.176216	30.362507	33.486488	7.730383	33.452084	7.856782	33.452084	7.856782	33.486488	7.730383
2.300000	7.000000	180.000000	106.843498	60.391457	30.006800	16.000090	28.717844	16.080641	28.717844	16.080641	30.006800	16.000090
2.300000	7.000000	180.000000	121.966927	58.661102	31.767195	16.236465	33.991905	14.829460	33.991905	14.829460	31.767195	16.236465
2.300000	7.000000	180.000000	123.957878	55.566750	32.679756	14.536601	34.030701	14.863095	34.030701	14.863095	32.679756	14.536601
2.300000	7.000000	180.000000	135.145737	48.594269	35.864105	13.920445	37.773663	10.786471	37.773663	10.786471	35.864105	13.920445
2.300000	7.000000	195.000000	134.714966	54.606857	34.458603	14.501862	37.355484	14.396401	38.599613	14.380440	35.282818	14.477892
2.300000	7.000000	195.000000	114.857872	28.359062	30.892021	7.229174	30.889263	7.242494	30.928204	7.300916	30.900167	7.240227
2.300000	7.000000	195.000000	123.459091	23.558186	32.831539	5.961184	33.925682	5.897525	34.558834	5.952152	32.790581	5.948498
2.300000	7.000000	195.000000	119.144554	65.375801	31.626657	17.168577	32.593536	17.428844	32.840607	17.594265	31.686857	17.307438
2.300000	7.000000	195.000000	132.808029	22.882835	35.899933	5.778454	35.830959	5.728172	35.860046	5.740450	35.810673	5.776285
2.300000	7.000000	195.000000	139.219177	8.222558	38.087208	1.695994	37.699535	1.749105	37.624413	1.811527	37.803318	1.677269
2.300000	7.000000	195.000000	105.288307	58.451778	28.664227	15.273729	28.402597	15.583694	28.787779	15.709511	28.941896	15.375356
2.300000	7.000000	195.000000	125.281647	47.959545	32.506073	13.237741	34.136982	11.486882	35.369553	12.017819	33.332382	13.624793
2.300000	7.000000	195.000000	125.264084	54.749172	32.185364	14.543501	35.703979	14.425592	35.234509	14.408540	31.887375	14.527706
2.300000	7.000000	195.000000	167.273148	29.779573	44.689102	7.418588	46.457661	6.389744	48.570183	8.068918	44.086197	8.562181
2.300000	8.000000	165.000000	120.851105	48.007553	31.745686	12.543582	33.430515	12.805697	33.362442	12.726729	31.807989	12.457416
2.300000	8.000000	165.000000	127.393311	17.370291	34.434338	4.187593	34.303806	4.389443	34.275463	4.265108	34.766125	4.166504
2.300000	8.000000	165.000000	136.331955	17.063976	36.502129	4.202230	37.196213	4.098386	37.061935	4.085596	36.566936	4.247212
2.300000	8.000000	165.000000	107.893181	63.749714	29.025814	16.920557	29.288046	16.988209	29.418419	16.964724	29.095015	16.868452
2.300000	8.000000	165.000000	128.891251	19.968405	34.674305	4.944294	34.737709	5.019417	34.793034	4.974020	34.744751	4.933821
2.300000	8.000000	165.000000	229.316498	0.316913	58.758625	0.000000	55.836388	0.000000	64.295113	0.000000	67.709129	0.000000
2.300000	8.000000	165.000000	107.485016	55.604759	28.827688	14.702219	28.878056	14.697849	28.943909	14.703568	28.833118	14.666591
2.300000	8.000000	165.000000	118.506447	62.378254	31.231361	16.657745	33.069160	16.489977	33.115376	16.473131	31.531885	16.643320
2.300000	8.000000	165.000000	107.553215	52.720501	28.892435	14.039032	29.337273	13.765716	29.817934	13.820165	28.905977	14.075686
2.300000	8.000000	165.000000	131.524323	38.639484	33.789661	10.095184	37.860474	10.059047	37.154556	10.017404	33.576405	10.105164
2.300000	8.000000	180.000000	110.022194	46.150185	29.169518	12.133446	30.522348	12.107400	30.522348	12.107400	29.169518	12.133446
2.300000	8.000000	180.000000	126.902855	23.560360	34.481953	5.965096	33.916687	5.920046	33.916687	5.920046	34.481953	5.965096
2.300000	8.000000	180.000000	141.556641	33.179604	38.443092	8.553022	37.980171	8.629868	37.980171	8.629868	38.443092	8.553022
2.300000	8.000000	180.000000	108.635399	57.056850	28.671341	15.276393	29.704788	14.979112	29.704788	14.979112	28.671341	15.276393
2.300000	8.000000	180.000000	133.933945	31.067158	36.421700	7.988451	36.558395	8.003357	36.558395	8.003357	36.421700	7.988451
2.300000	8.000000	180.000000	197.824539	0.510547	54.510292	0.000000	52.120304	0.000000	52.120304	0.000000	54.510292	0.000000
2.300000	8.000000	180.000000	107.348213	59.659649	28.784531	15.814324	28.879896	15.681865	28.879896	15.681865	28.784531	15.814324
2.300000	8.000000	180.000000	117.106598	62.426086	30.528931	16.577166	32.510525	16.608347	32.510525	16.608347	30.528931	16.577166
2.300000	8.000000	180.000000	108.537407	53.695728	28.928514	14.286463	30.057352	14.111503	30.057352	14.111503	28.928514	14.286463
2.300000	8.000000	180.000000	121.850174	43.772503	31.257240	11.446235	34.458603	11.538573	34.458603	11.538573	31.257240	11.446235
2.300000	8.000000	195.000000	117.555641	37.737614	31.144129	9.779944	32.592350	9.833611	32.525089	9.873440	30.962608	9.810211
2.300000	8.000000	195.000000	136.626419	12.433109	37.227192	2.953861	36.795792	2.829460	36.579288	2.834815	37.059391	2.929645
2.300000	8.000000	195.000000	154.223709	18.057249	41.831470	4.293464	41.989937	4.447028	42.215977	4.624204	41.460884	4.290082
2.300000	8.000000	195.000000	111.756989	57.253750	30.274862	15.108704	30.216639	15.197524	29.999113	15.250439	30.172668	15.152359
2.300000	8.000000	195.000000	138.332321	15.553693	37.377621	3.726851	37.365726	3.748636	37.287537	3.789283	37.285194	3.726571
2.300000	8.000000	195.000000	263.187622	0.769450	80.814278	0.000000	68.643463	0.000000	62.307270	0.000000	72.192467	0.000000
2.300000	8.000000	195.000000	105.942978	55.094810	28.411831	14.650462	28.523415	14.528951	28.474033	14.499233	28.411730	14.645226
2.300000	8.000000	195.000000	122.100197	61.051178	32.455803	16.243261	34.360607	16.123638	34.186813	16.174030	32.341583	16.259031
2.300000	8.000000	195.000000	107.268372	52.426548	28.709929	13.931391	30.156788	13.764612	29.275633	13.688657	28.751114	13.898768
2.300000	8.000000	195.000000	127.478638	36.401794	32.428913	9.521749	35.967831	9.363922	36.318100	9.372726	32.783417	9.501509
2.300000	10.000000	165.000000	110.057678	47.524948	29.248875	12.512053	30.214375	12.546556	29.977636	12.505396	28.976013	12.503021
2.300000	10.000000	165.000000	110.347275	46.528271	29.714558	12.216058	29.526466	12.263022	29.601732	12.247212	29.781347	12.183886
2.300000	10.000000	165.000000	120.387909	38.660873	32.358761	10.095076	32.709503	10.069444	32.606609	9.703435	32.491470	10.076735
2.300000	10.000000	165.000000	105.378380	56.108036	28.255022	14.862655	28.293976	14.841956	28.425087	14.830503	28.365150	14.813897
